ImgID,Quality,human_lat,human_lon,model_lat,model_lon,source_folder
id_35470c2b,0.0,,,0.7960375987,34.9625157503,east_african_field_centers_planet_label_35470c2b
id_354d2d0d,,,,-2.6461700998,28.9963150805,east_african_field_centers_planet_label_354d2d0d
id_354d5c29,0.0,,,0.7792976151,34.7858059022,east_african_field_centers_planet_label_354d5c29
id_354eb999,0.0,,,-0.4314675778,34.7074258227,east_african_field_centers_planet_label_354eb999
id_355a7ff5,0.0,,,-0.4393436771,34.8897773146,east_african_field_centers_planet_label_355a7ff5
id_3560c12e,0.0,,,-0.4706756799,34.8728214201,east_african_field_centers_planet_label_3560c12e
id_35629d6c,2.0,0.0,0.0,1.1363732346,34.778422465,east_african_field_centers_planet_label_35629d6c
id_356866ec,0.0,,,-0.8269671698,34.5913058681,east_african_field_centers_planet_label_356866ec
id_356a6682,1.0,0.0,0.0,0.7071373895,34.3740485831,east_african_field_centers_planet_label_356a6682
id_356a967f,,,,-1.8000905993,30.3938892154,east_african_field_centers_planet_label_356a967f
id_356b491c,3.0,0.3558245675,34.3148082149,0.3559422614,34.3150068116,east_african_field_centers_planet_label_356b491c
id_356cc91b,0.0,,,0.0653487179,34.6154251558,east_african_field_centers_planet_label_356cc91b
id_356d8dc0,0.0,,,-0.3332320184,34.9828379369,east_african_field_centers_planet_label_356d8dc0
id_35768c0f,0.0,,,0.1232205519,34.5985110151,east_african_field_centers_planet_label_35768c0f
id_357a4cde,0.0,,,0.2638078482,34.1924731091,east_african_field_centers_planet_label_357a4cde
id_357aa32e,0.0,,,0.809763503,34.4321790647,east_african_field_centers_planet_label_357aa32e
id_357afca0,0.0,,,-0.8558152668,34.67986586,east_african_field_centers_planet_label_357afca0
id_357d102a,0.0,,,-0.6736456191,34.7704219112,east_african_field_centers_planet_label_357d102a
id_35816440,2.0,0.618347606,34.5151457733,0.6185405174,34.5151542648,east_african_field_centers_planet_label_35816440
id_3585ab7d,1.0,0.0,0.0,-0.8750592762,34.5108086154,east_african_field_centers_planet_label_3585ab7d
id_3591a7e1,,,,-9.2089188263,33.0399611523,east_african_field_centers_planet_label_3591a7e1
id_35923693,0.0,,,-0.8215404574,34.5934591226,east_african_field_centers_planet_label_35923693
id_359488e2,0.0,,,0.3360427317,34.5044110747,east_african_field_centers_planet_label_359488e2
id_35950627,0.0,,,0.7643124385,34.5478706616,east_african_field_centers_planet_label_35950627
id_35985468,0.0,,,-0.7336994626,34.8010594139,east_african_field_centers_planet_label_35985468
id_35993c57,0.0,,,0.5816945226,34.5584003066,east_african_field_centers_planet_label_35993c57
id_3599cab0,0.0,,,-0.6907037552,35.0616898003,east_african_field_centers_planet_label_3599cab0
id_359a5f9e,0.0,,,0.557538555,34.4265275335,east_african_field_centers_planet_label_359a5f9e
id_359c79ad,0.0,,,-0.7985234089,36.968441142,east_african_field_centers_planet_label_359c79ad
id_35a053b6,0.0,,,0.7604829683,34.728543997,east_african_field_centers_planet_label_35a053b6
id_35a1e31f,3.0,-0.9958658583,34.4200882663,-0.9956870382,34.4213701286,east_african_field_centers_planet_label_35a1e31f
id_35a5cc6f,0.0,,,-0.6654363929,34.7914296782,east_african_field_centers_planet_label_35a5cc6f
id_35af1895,3.0,0.351698909,34.40531628,0.3517592451,34.4052474816,east_african_field_centers_planet_label_35af1895
id_35b0f468,0.0,,,0.7613632434,34.5587650851,east_african_field_centers_planet_label_35b0f468
id_35b67520,1.0,0.0,0.0,0.4378797984,34.3288225818,east_african_field_centers_planet_label_35b67520
id_35ba7772,0.0,,,-0.6782272486,34.7835823236,east_african_field_centers_planet_label_35ba7772
id_35c73551,0.0,,,0.8016674528,34.9861207842,east_african_field_centers_planet_label_35c73551
id_35c8b8ba,0.0,,,0.1797975128,34.6053823862,east_african_field_centers_planet_label_35c8b8ba
id_35c97234,0.0,,,-0.0119329363,34.6641718842,east_african_field_centers_planet_label_35c97234
id_35ca6c73,0.0,,,0.1377219212,34.8928390228,east_african_field_centers_planet_label_35ca6c73
id_35cc5e31,0.0,,,0.2643611248,34.2643679518,east_african_field_centers_planet_label_35cc5e31
id_35d2018f,,,,-1.6676193938,30.347369562,east_african_field_centers_planet_label_35d2018f
id_35d244bf,0.0,,,0.4672839261,34.228180136,east_african_field_centers_planet_label_35d244bf
id_35d259d4,0.0,,,0.633144172,34.5263029892,east_african_field_centers_planet_label_35d259d4
id_35d7c418,0.0,,,0.3526428426,34.2847241891,east_african_field_centers_planet_label_35d7c418
id_35dd740b,0.0,,,-0.8605632147,34.9338003493,east_african_field_centers_planet_label_35dd740b
id_35e0bf50,2.0,0.0,0.0,0.5074926667,34.299682023,east_african_field_centers_planet_label_35e0bf50
id_35e1cd26,0.0,,,0.3711092809,34.9312542373,east_african_field_centers_planet_label_35e1cd26
id_35e1f200,0.0,,,0.4278359582,34.867054228,east_african_field_centers_planet_label_35e1f200
id_35e6e9aa,3.0,0.0,0.0,-0.8830242973,34.9860953489,east_african_field_centers_planet_label_35e6e9aa
id_35ec9ec5,,,,-2.2028689124,29.3204309612,east_african_field_centers_planet_label_35ec9ec5
id_35f339b5,0.0,,,0.7417769288,34.4688545517,east_african_field_centers_planet_label_35f339b5
id_35f5893a,,,,-8.1044074647,35.724847184,east_african_field_centers_planet_label_35f5893a
id_35f6262e,1.0,0.4434730834,34.1496057931,0.442193851,34.1509470167,east_african_field_centers_planet_label_35f6262e
id_35f7e649,3.0,0.4631303779,34.9653028612,0.4644765815,34.155261595,east_african_field_centers_planet_label_35f7e649
id_35f8e6a2,,,,-2.1551329235,29.3496736932,east_african_field_centers_planet_label_35f8e6a2
id_35fbe004,0.0,,,-0.3236266099,35.1937040907,east_african_field_centers_planet_label_35fbe004
id_3601825a,0.0,,,-0.0232343128,34.7393230573,east_african_field_centers_planet_label_3601825a
id_3602d85e,0.0,,,0.2350412192,34.5845524143,east_african_field_centers_planet_label_3602d85e
id_360a22c4,0.0,,,-0.3531706896,35.0742840049,east_african_field_centers_planet_label_360a22c4
id_360ac879,,,,-8.1128444482,35.42416278,east_african_field_centers_planet_label_360ac879
id_360da7f6,0.0,,,-0.7600972878,34.6664955205,east_african_field_centers_planet_label_360da7f6
id_360fd47b,0.0,,,0.4622964871,34.1755653899,east_african_field_centers_planet_label_360fd47b
id_3612e81b,,,,-2.0884492677,29.5162323273,east_african_field_centers_planet_label_3612e81b
id_361526dc,0.0,,,0.3878021013,34.8771998983,east_african_field_centers_planet_label_361526dc
id_3615986a,0.0,,,0.2009562878,35.1140173785,east_african_field_centers_planet_label_3615986a
id_361a56d5,1.0,0.2173492464,34.6617895223,0.217689736,34.661955187,east_african_field_centers_planet_label_361a56d5
id_361a60ff,1.0,0.2723447558,34.1409046209,0.2721818216,34.1412756168,east_african_field_centers_planet_label_361a60ff
id_361e3022,0.0,,,-0.0662362331,35.2565572071,east_african_field_centers_planet_label_361e3022
id_36257721,,,,-2.681087541,29.5735621063,east_african_field_centers_planet_label_36257721
id_362dc076,0.0,,,0.6372841822,35.0763049157,east_african_field_centers_planet_label_362dc076
id_362e92de,0.0,,,0.7659006938,34.9018549615,east_african_field_centers_planet_label_362e92de
id_362fd1a1,0.0,,,0.563630748,34.3635433147,east_african_field_centers_planet_label_362fd1a1
id_36304408,3.0,0.1451508043,34.7898808818,0.1903475992,34.1503306966,east_african_field_centers_planet_label_36304408
id_3630f777,0.0,,,-0.7606311875,34.604572611,east_african_field_centers_planet_label_3630f777
id_36373124,0.0,,,-0.6434274272,34.5918763243,east_african_field_centers_planet_label_36373124
id_363b13e1,0.0,,,0.3196736616,34.6170862117,east_african_field_centers_planet_label_363b13e1
id_363ea497,0.0,,,-0.8295232425,34.5851679171,east_african_field_centers_planet_label_363ea497
id_363f6375,0.0,,,0.6040776146,34.4774512068,east_african_field_centers_planet_label_363f6375
id_36436485,0.0,,,-0.8038357959,34.7329704585,east_african_field_centers_planet_label_36436485
id_3643a939,0.0,,,0.1485783493,34.6888532785,east_african_field_centers_planet_label_3643a939
id_36461ecb,0.0,,,0.3439624647,34.712946429,east_african_field_centers_planet_label_36461ecb
id_3648e98a,0.0,,,0.0750793973,34.7598420884,east_african_field_centers_planet_label_3648e98a
id_364903ad,0.0,,,-0.5466404558,34.7672021022,east_african_field_centers_planet_label_364903ad
id_364d28a0,3.0,-0.3935899773,34.999549339,-0.2702662962,35.2785356026,east_african_field_centers_planet_label_364d28a0
id_364e0119,,,,-2.5499204321,29.7574987693,east_african_field_centers_planet_label_364e0119
id_36584ff3,0.0,,,-0.3758172718,35.0906703128,east_african_field_centers_planet_label_36584ff3
id_365aba67,0.0,,,-0.6652302229,34.8977917007,east_african_field_centers_planet_label_365aba67
id_365ec1ce,0.0,,,0.1217263706,34.2992875022,east_african_field_centers_planet_label_365ec1ce
id_366216e2,0.0,,,-0.3731724783,34.9318262743,east_african_field_centers_planet_label_366216e2
id_3662d177,0.0,,,0.942055396,34.9124448171,east_african_field_centers_planet_label_3662d177
id_36657a55,0.0,,,0.8515766431,34.941921094,east_african_field_centers_planet_label_36657a55
id_3665f8e2,,,,-7.8797166091,35.6943917445,east_african_field_centers_planet_label_3665f8e2
id_366bde87,2.0,0.3615392594,34.9483036995,0.3612667656,34.9481883761,east_african_field_centers_planet_label_366bde87
id_366c000b,0.0,,,0.0922892812,34.515931114,east_african_field_centers_planet_label_366c000b
id_367337e4,,,,-7.8639063857,35.6235113082,east_african_field_centers_planet_label_367337e4
id_36765150,0.0,,,0.6352711424,34.2653050679,east_african_field_centers_planet_label_36765150
id_3676df1c,0.0,,,0.669089775,34.4315609086,east_african_field_centers_planet_label_3676df1c
id_367719e3,0.0,,,0.7406356227,34.4888244932,east_african_field_centers_planet_label_367719e3
id_3679d0c3,0.0,,,0.1713223249,34.0357488124,east_african_field_centers_planet_label_3679d0c3
id_367b9226,0.0,,,0.0923807861,34.5159162448,east_african_field_centers_planet_label_367b9226
id_36830a6d,0.0,,,0.9005536441,34.9595277896,east_african_field_centers_planet_label_36830a6d
id_368bbd94,1.0,0.7186903237,34.4406733383,0.7188579608,34.440346391,east_african_field_centers_planet_label_368bbd94
id_368ec22b,0.0,,,-0.8487406664,34.5324914743,east_african_field_centers_planet_label_368ec22b
id_3690c0db,,,,-9.0519853802,33.0392561505,east_african_field_centers_planet_label_3690c0db
id_3692990a,2.0,0.3099975308,34.3055777547,0.3099668731,34.3060601501,east_african_field_centers_planet_label_3692990a
id_36994393,0.0,,,0.1395814958,34.4513319632,east_african_field_centers_planet_label_36994393
id_36a0908f,3.0,0.9085500332,34.8256456098,0.9086868854,34.8257088141,east_african_field_centers_planet_label_36a0908f
id_36a86a97,0.0,,,-0.2392380497,34.9567542879,east_african_field_centers_planet_label_36a86a97
id_36b1286f,0.0,,,0.5818182104,34.5582882568,east_african_field_centers_planet_label_36b1286f
id_36b3e375,0.0,,,0.1185519894,34.4087142785,east_african_field_centers_planet_label_36b3e375
id_36b60094,0.0,,,0.0940759214,34.6568728284,east_african_field_centers_planet_label_36b60094
id_36b752e8,,,,-8.1053829686,35.9015066061,east_african_field_centers_planet_label_36b752e8
id_36b7984a,0.0,,,0.7120941722,35.1280126424,east_african_field_centers_planet_label_36b7984a
id_36babbb4,,,,-1.9179391248,29.3327311622,east_african_field_centers_planet_label_36babbb4
id_36c5840d,0.0,,,-0.6775490965,34.5873633839,east_african_field_centers_planet_label_36c5840d
id_36c6556f,2.0,-1.0161547188,34.5898259845,-1.0161956928,34.5902214922,east_african_field_centers_planet_label_36c6556f
id_36c891fd,3.0,0.1179577471,34.602786166,0.1179862593,34.6026791959,east_african_field_centers_planet_label_36c891fd
id_36cc309a,0.0,,,0.1947273366,34.5003435884,east_african_field_centers_planet_label_36cc309a
id_36d58173,1.0,0.3210646397,34.2615505023,0.3212765853,34.2621804135,east_african_field_centers_planet_label_36d58173
id_36d6f1c1,0.0,,,0.6228290185,34.5680791218,east_african_field_centers_planet_label_36d6f1c1
id_36db8655,0.0,,,0.1533595251,35.2287358649,east_african_field_centers_planet_label_36db8655
id_36dbe1c7,2.0,0.0,0.0,0.8079931096,34.9625701302,east_african_field_centers_planet_label_36dbe1c7
id_36e62d90,,,,-2.0070001726,30.5494848142,east_african_field_centers_planet_label_36e62d90
id_36e62eff,0.0,,,-0.3948610797,34.9432304252,east_african_field_centers_planet_label_36e62eff
id_36e8b955,0.0,,,-0.6781520252,34.7835612897,east_african_field_centers_planet_label_36e8b955
id_36ebed6d,0.0,,,0.2772975013,35.0059962994,east_african_field_centers_planet_label_36ebed6d
id_36ec215e,0.0,,,0.1995444261,34.6929197559,east_african_field_centers_planet_label_36ec215e
id_36ec7a7b,1.0,0.0,0.0,0.9731680796,34.8802502962,east_african_field_centers_planet_label_36ec7a7b
id_36ed9aca,,,,-8.7928830988,34.6140286259,east_african_field_centers_planet_label_36ed9aca
id_36ef3f31,3.0,0.1019020735,34.4509302383,0.1467398613,34.4486658517,east_african_field_centers_planet_label_36ef3f31
id_36efa08a,0.0,,,0.4074237936,34.350333561,east_african_field_centers_planet_label_36efa08a
id_36fb0ddf,,,,-7.8308637035,35.7461069865,east_african_field_centers_planet_label_36fb0ddf
id_36fccd54,,,,-8.9923431071,33.0264010772,east_african_field_centers_planet_label_36fccd54
id_370901bc,0.0,,,0.1995821434,35.2138056047,east_african_field_centers_planet_label_370901bc
id_370b5740,0.0,,,0.4036429435,34.8652310508,east_african_field_centers_planet_label_370b5740
id_370b63ea,0.0,,,-1.1029462939,34.5239354741,east_african_field_centers_planet_label_370b63ea
id_370e4aac,0.0,,,0.955556638,34.9876852134,east_african_field_centers_planet_label_370e4aac
id_37117112,0.0,,,0.4432506038,34.2746533746,east_african_field_centers_planet_label_37117112
id_371c36a0,0.0,,,-0.6239358577,34.7073922092,east_african_field_centers_planet_label_371c36a0
id_371d00f2,0.0,,,0.7498505627,34.5526906715,east_african_field_centers_planet_label_371d00f2
id_371d0340,0.0,,,0.0663976166,34.4230227595,east_african_field_centers_planet_label_371d0340
id_3721ce39,0.0,,,-0.3777058858,34.9329543806,east_african_field_centers_planet_label_3721ce39
id_3726c243,0.0,,,0.897308234,34.9968732327,east_african_field_centers_planet_label_3726c243
id_37278be6,0.0,,,0.42347177,34.2702677992,east_african_field_centers_planet_label_37278be6
id_373438a7,0.0,,,0.4543306066,34.1715850708,east_african_field_centers_planet_label_373438a7
id_3734d8f3,0.0,,,-0.7551245139,34.6329362701,east_african_field_centers_planet_label_3734d8f3
id_37358121,0.0,,,0.7221778941,34.8369366304,east_african_field_centers_planet_label_37358121
id_3736a640,0.0,,,0.7436345028,34.6715880825,east_african_field_centers_planet_label_3736a640
id_37373f95,0.0,,,0.8779327129,34.8876070642,east_african_field_centers_planet_label_37373f95
id_37374c4f,0.0,,,0.2111721348,34.8206063194,east_african_field_centers_planet_label_37374c4f
id_3738a427,0.0,,,0.582430803,34.4820247321,east_african_field_centers_planet_label_3738a427
id_373a750a,0.0,,,0.6213905008,34.6207453873,east_african_field_centers_planet_label_373a750a
id_3741e81f,1.0,0.0,0.0,0.3498666158,34.354851384,east_african_field_centers_planet_label_3741e81f
id_3741fe97,0.0,,,-0.8075310916,36.9722943318,east_african_field_centers_planet_label_3741fe97
id_37444ec5,1.0,0.0,0.0,0.3476708909,35.2037864977,east_african_field_centers_planet_label_37444ec5
id_37466c0a,3.0,0.3067847733,34.1045980662,0.3066498486,34.1045139444,east_african_field_centers_planet_label_37466c0a
id_374c772b,0.0,,,0.1955043784,34.8177757612,east_african_field_centers_planet_label_374c772b
id_3750324a,0.0,,,0.3685832438,34.6274886095,east_african_field_centers_planet_label_3750324a
id_37525f97,1.0,-0.5585400807,34.7385486075,-0.5585269691,34.737897623,east_african_field_centers_planet_label_37525f97
id_3752dc2b,,,,-1.3904237095,30.3026129512,east_african_field_centers_planet_label_3752dc2b
id_3754bced,0.0,,,0.7979842462,34.6941374305,east_african_field_centers_planet_label_3754bced
id_375ad564,0.0,,,0.9732047131,34.9741986511,east_african_field_centers_planet_label_375ad564
id_375bdcb8,0.0,,,0.7165908882,34.8507013017,east_african_field_centers_planet_label_375bdcb8
id_375d1d35,0.0,,,0.4406553279,34.723178526,east_african_field_centers_planet_label_375d1d35
id_375dc811,2.0,-0.7237415645,34.5228601508,-0.7241669259,34.5229790797,east_african_field_centers_planet_label_375dc811
id_376569c4,0.0,,,-0.5388961463,37.1978308732,east_african_field_centers_planet_label_376569c4
id_376d729d,,,,-1.8154524973,29.3016748192,east_african_field_centers_planet_label_376d729d
id_3780ae36,0.0,,,0.0678015384,34.859922561,east_african_field_centers_planet_label_3780ae36
id_378489d7,0.0,,,-0.6701823641,34.7677904922,east_african_field_centers_planet_label_378489d7
id_3785240a,0.0,,,0.569982316,34.9161403565,east_african_field_centers_planet_label_3785240a
id_378afca4,0.0,,,0.2308805047,34.8135945267,east_african_field_centers_planet_label_378afca4
id_378d710a,0.0,,,-0.5374357175,37.1577309677,east_african_field_centers_planet_label_378d710a
id_378f3809,0.0,,,-0.5465331574,34.7674879283,east_african_field_centers_planet_label_378f3809
id_37930e8f,0.0,,,0.1243114412,34.3242978327,east_african_field_centers_planet_label_37930e8f
id_37953605,0.0,,,0.0381903224,34.6987099952,east_african_field_centers_planet_label_37953605
id_3798fc0b,,,,-8.1056582383,35.9015469348,east_african_field_centers_planet_label_3798fc0b
id_3799cece,0.0,,,0.0561047812,34.6453063154,east_african_field_centers_planet_label_3799cece
id_379e7b66,0.0,,,-0.5501966363,34.7708007429,east_african_field_centers_planet_label_379e7b66
id_379e96c3,,,,-2.1257111045,29.4783032349,east_african_field_centers_planet_label_379e96c3
id_37a6f65f,0.0,,,0.8480521973,34.7685458592,east_african_field_centers_planet_label_37a6f65f
id_37aab534,0.0,,,0.7382970047,34.7495057617,east_african_field_centers_planet_label_37aab534
id_37aac278,0.0,,,0.4163056686,34.2082072532,east_african_field_centers_planet_label_37aac278
id_37add8d5,0.0,,,0.5859804882,34.3654056961,east_african_field_centers_planet_label_37add8d5
id_37b27f88,0.0,,,0.0087433892,34.7024576426,east_african_field_centers_planet_label_37b27f88
id_37b6da76,0.0,,,-0.4254853943,34.7295562821,east_african_field_centers_planet_label_37b6da76
id_37b8fa30,,,,-2.6461700998,28.9963150805,east_african_field_centers_planet_label_37b8fa30
id_37bae3f4,0.0,,,0.0621637008,34.5843415039,east_african_field_centers_planet_label_37bae3f4
id_37c0ccdf,,,,-1.7848767722,29.3041486059,east_african_field_centers_planet_label_37c0ccdf
id_37c0de06,0.0,,,0.4202043626,34.7320569178,east_african_field_centers_planet_label_37c0de06
id_37c37ebb,0.0,,,0.8023764691,34.6521100264,east_african_field_centers_planet_label_37c37ebb
id_37cbae5e,0.0,,,0.7677708063,34.5966847815,east_african_field_centers_planet_label_37cbae5e
id_37cc2b89,0.0,,,0.0830491152,34.7056327856,east_african_field_centers_planet_label_37cc2b89
id_37d3cc64,,,,-7.8797811618,35.6944370007,east_african_field_centers_planet_label_37d3cc64
id_37d75500,1.0,-0.5051784029,34.9556574437,-0.5051807519,34.9552527677,east_african_field_centers_planet_label_37d75500
id_37d9ad45,3.0,-0.7967821725,34.5746773481,-0.7967056116,34.5746459122,east_african_field_centers_planet_label_37d9ad45
id_37dd152f,2.0,0.2145907741,34.5327275056,0.2148897574,34.5320312644,east_african_field_centers_planet_label_37dd152f
id_37dd3fb1,0.0,,,0.355940459,34.2797906909,east_african_field_centers_planet_label_37dd3fb1
id_37e1d8cb,0.0,,,0.3611280391,34.7244977633,east_african_field_centers_planet_label_37e1d8cb
id_37e29927,0.0,,,-0.6627640939,34.5457747006,east_african_field_centers_planet_label_37e29927
id_37e3ca74,0.0,,,0.1579533055,34.4944247002,east_african_field_centers_planet_label_37e3ca74
id_37e5478a,2.0,-0.3917912098,34.8113544904,-0.3914517884,34.8120840085,east_african_field_centers_planet_label_37e5478a
id_37e55ee0,0.0,,,-0.8574281751,34.9418130123,east_african_field_centers_planet_label_37e55ee0
id_37e5cf39,0.0,,,0.1497190968,34.5090803734,east_african_field_centers_planet_label_37e5cf39
id_37e76e30,2.0,0.0776912332,34.339564971,0.0773437833,34.3396365035,east_african_field_centers_planet_label_37e76e30
id_37e8d8c3,2.0,-0.3640308846,35.0621873625,-0.3641093442,35.0620162795,east_african_field_centers_planet_label_37e8d8c3
id_37ecbd2f,0.0,,,0.818906864,34.9578800773,east_african_field_centers_planet_label_37ecbd2f
id_37ed750d,,,,-1.9226546208,29.3557560459,east_african_field_centers_planet_label_37ed750d
id_37ef319e,0.0,,,0.4483484442,34.8548183226,east_african_field_centers_planet_label_37ef319e
id_37ef93c7,,,,-2.463415586,29.4976634106,east_african_field_centers_planet_label_37ef93c7
id_37ef963b,0.0,,,-0.9686843083,34.6950856791,east_african_field_centers_planet_label_37ef963b
id_37f78d81,0.0,,,0.6359904476,35.0014867932,east_african_field_centers_planet_label_37f78d81
id_37fb31a9,3.0,0.0,0.0,0.7696076168,34.4975192427,east_african_field_centers_planet_label_37fb31a9
id_3804bb8e,,,,-2.0874675419,29.3355739608,east_african_field_centers_planet_label_3804bb8e
id_3807d83e,0.0,,,0.2802317003,34.1216708698,east_african_field_centers_planet_label_3807d83e
id_380bd3a6,1.0,0.0,0.0,0.2808799329,34.4459466267,east_african_field_centers_planet_label_380bd3a6
id_380c00a2,1.0,-0.6142771282,34.8308068514,-0.6142380438,34.8301110824,east_african_field_centers_planet_label_380c00a2
id_380fe80c,0.0,,,-1.0076007575,34.486641722,east_african_field_centers_planet_label_380fe80c
id_3814044c,0.0,,,0.4641184315,34.2905788381,east_african_field_centers_planet_label_3814044c
id_381516ef,0.0,,,0.9167494793,35.0908333082,east_african_field_centers_planet_label_381516ef
id_381788a3,0.0,,,0.6352158862,34.3072908178,east_african_field_centers_planet_label_381788a3
id_38192904,0.0,,,0.0965665624,34.3309605963,east_african_field_centers_planet_label_38192904
id_3824da9d,,,,-2.6201548767,29.0518409562,east_african_field_centers_planet_label_3824da9d
id_382a11d3,0.0,,,0.2937769995,34.2550431873,east_african_field_centers_planet_label_382a11d3
id_3834c096,0.0,,,0.141052759,34.3480434034,east_african_field_centers_planet_label_3834c096
id_3835c831,,,,-7.8798275342,35.6943534089,east_african_field_centers_planet_label_3835c831
id_383e23b3,0.0,,,0.2443841781,34.9484832834,east_african_field_centers_planet_label_383e23b3
id_384977e7,0.0,,,-0.9537168002,34.5057918647,east_african_field_centers_planet_label_384977e7
id_3853c4bc,0.0,,,0.942055396,34.9124448171,east_african_field_centers_planet_label_3853c4bc
id_385e7d2f,2.0,0.0,0.0,0.485484194,34.8724799872,east_african_field_centers_planet_label_385e7d2f
id_38629e5c,3.0,0.0,0.0,0.4026723723,34.3515599425,east_african_field_centers_planet_label_38629e5c
id_38638dc7,0.0,,,-0.6343953466,34.8241217982,east_african_field_centers_planet_label_38638dc7
id_3864b041,0.0,,,0.2018914396,34.7158392549,east_african_field_centers_planet_label_3864b041
id_386ac3f9,0.0,,,0.2617642614,34.5837831865,east_african_field_centers_planet_label_386ac3f9
id_386dc66e,0.0,,,0.3236556443,34.2505950856,east_african_field_centers_planet_label_386dc66e
id_3878370e,0.0,,,0.7439948568,34.4613239183,east_african_field_centers_planet_label_3878370e
id_387e23e2,1.0,0.5817070938,34.5584010204,0.581775278,34.5584353681,east_african_field_centers_planet_label_387e23e2
id_387fcf14,2.0,-0.6811242304,34.6151518822,-0.6810503339,34.6153083389,east_african_field_centers_planet_label_387fcf14
id_3880bb55,0.0,,,0.5817594015,34.5582609776,east_african_field_centers_planet_label_3880bb55
id_38824e0e,1.0,-0.734777992,34.8035977191,-0.7350928139,34.803339706,east_african_field_centers_planet_label_38824e0e
id_3887d6b3,0.0,,,-0.7767857935,34.4674682683,east_african_field_centers_planet_label_3887d6b3
id_388c6b81,3.0,0.2188559349,34.7119971476,0.219080187,34.7116056675,east_african_field_centers_planet_label_388c6b81
id_388cee6f,2.0,0.0,0.0,0.7202498239,35.0629081679,east_african_field_centers_planet_label_388cee6f
id_389671b1,0.0,,,0.6555214558,34.9788988463,east_african_field_centers_planet_label_389671b1
id_3896f4b2,0.0,,,0.2648737666,34.5879287876,east_african_field_centers_planet_label_3896f4b2
id_38975cd1,0.0,,,0.0950211347,34.4956323423,east_african_field_centers_planet_label_38975cd1
id_3898ed33,0.0,,,0.2790151755,34.180929934,east_african_field_centers_planet_label_3898ed33
id_3899c781,0.0,,,0.7374029234,34.4195768813,east_african_field_centers_planet_label_3899c781
id_389a7f40,1.0,0.5817235515,34.5583715038,0.5817660738,34.5583999308,east_african_field_centers_planet_label_389a7f40
id_389d200c,0.0,,,0.2612123264,34.6068696232,east_african_field_centers_planet_label_389d200c
id_38a06443,0.0,,,-0.4150098716,34.9298136462,east_african_field_centers_planet_label_38a06443
id_38a22272,0.0,,,-0.5402168341,37.0794982359,east_african_field_centers_planet_label_38a22272
id_38a97557,,,,-8.7893552289,33.2215793237,east_african_field_centers_planet_label_38a97557
id_38aa62e6,0.0,,,-0.4255785102,34.7295369727,east_african_field_centers_planet_label_38aa62e6
id_38ac3597,,,,-9.2116368102,33.1230354059,east_african_field_centers_planet_label_38ac3597
id_38acaf54,0.0,,,0.6919399081,34.8139310892,east_african_field_centers_planet_label_38acaf54
id_38b66b58,0.0,,,-0.2571808006,34.97317174,east_african_field_centers_planet_label_38b66b58
id_38b6e462,0.0,,,1.0519626341,35.1999699465,east_african_field_centers_planet_label_38b6e462
id_38bb234e,0.0,,,0.2893468582,34.6903875957,east_african_field_centers_planet_label_38bb234e
id_38bdd384,0.0,,,0.1106274772,34.4660167608,east_african_field_centers_planet_label_38bdd384
id_38c2b15e,0.0,,,-0.486110965,34.8668534861,east_african_field_centers_planet_label_38c2b15e
id_38c51e1a,1.0,0.1303341732,34.6811104614,0.130644026,34.6810609669,east_african_field_centers_planet_label_38c51e1a
id_38c51ea1,0.0,,,0.7639718148,34.4334773492,east_african_field_centers_planet_label_38c51ea1
id_38c91304,0.0,,,-0.9472146508,34.6441345925,east_african_field_centers_planet_label_38c91304
id_38c91f89,0.0,,,-0.5085937062,34.7349426387,east_african_field_centers_planet_label_38c91f89
id_38c93e75,0.0,,,-0.8352042111,34.6760178689,east_african_field_centers_planet_label_38c93e75
id_38c98aec,0.0,,,-1.088139132,34.416789059,east_african_field_centers_planet_label_38c98aec
id_38d06af6,0.0,,,0.0959394657,34.6397340417,east_african_field_centers_planet_label_38d06af6
id_38d7ef89,0.0,,,0.7802301276,34.4648403681,east_african_field_centers_planet_label_38d7ef89
id_38e0c3da,0.0,,,0.3197237816,34.5992950394,east_african_field_centers_planet_label_38e0c3da
id_38e1abc8,3.0,0.2720811424,34.4328335037,0.2718886074,34.4323895914,east_african_field_centers_planet_label_38e1abc8
id_38efae60,0.0,,,0.3548671388,34.2105052935,east_african_field_centers_planet_label_38efae60
id_38f3a774,0.0,,,0.4782643638,34.5509539019,east_african_field_centers_planet_label_38f3a774
id_38f7a0a3,0.0,,,-0.8720247736,34.8286598749,east_african_field_centers_planet_label_38f7a0a3
id_38f936b4,0.0,,,-1.0434574358,34.4912334375,east_african_field_centers_planet_label_38f936b4
id_3901ebc2,2.0,0.2570892344,34.8279081352,0.2570150018,34.8284182507,east_african_field_centers_planet_label_3901ebc2
id_39063930,0.0,,,-0.7625170065,34.8712630548,east_african_field_centers_planet_label_39063930
id_390ac65d,0.0,,,0.5812167602,34.557688212,east_african_field_centers_planet_label_390ac65d
id_390cba67,,,,-7.8673271013,35.728923536,east_african_field_centers_planet_label_390cba67
id_390f935d,0.0,,,-0.5078173253,34.9981636554,east_african_field_centers_planet_label_390f935d
id_3916e985,0.0,,,-0.407769007,34.9167431258,east_african_field_centers_planet_label_3916e985
id_391802ff,0.0,,,0.7920522767,34.9640243177,east_african_field_centers_planet_label_391802ff
