ImgID,Quality,Country,Season,Variety,PlotSize_acres,EstimatedYieldKG,YieldPerAcre
id_19827fe9,0,Kenya,2017 LR,SC DUMA 43,0.5,399.63,799.25
id_23e94d3b,0,Kenya,2017 LR,H 6213,0.5,398.36,796.73
id_c64b3cf1,0,Kenya,2017 LR,PAN 691,0.25,199.18,796.73
id_d59bc7c0,2,Kenya,2016 LR,H_6213,0.5,398.36,796.73
id_71f6e0f3,0,Kenya,2017 LR,WH 505,0.5,397.6,795.21
id_8a48c9e1,0,Kenya,2017 LR,SC DUMA 43,0.5,397.1,794.2
id_b7878044,0,Kenya,2017 LR,H 614D,0.25,198.55,794.2
id_e81ff6d0,0,Kenya,2017 LR,DK 8031,0.125,99.27,794.2
id_e18d299a,,Tanzania,2018 LR,Ks625,2,1585.02,792.51
id_fca32bbd,,Tanzania,2018 LR,Panner_691,1,792.51,792.51
id_78bc81a6,0,Kenya,2017 LR,H 6218,0.5,395.83,791.67
id_8f340111,0,Kenya,2016 LR,H_614D,0.5,394.57,789.14
id_811dbb54,0,Kenya,2017 LR,H 6213,0.9,708.4,787.11
id_5e4a4290,,Tanzania,2016 LR,KS 625,2,1573.78,786.89
id_b030e559,,Tanzania,2018 LR,Panner_691,1,786.89,786.89
id_7352b940,0,Kenya,2016 LR,DK_8031,0.25,196.15,784.58
id_e35bace5,0,Kenya,2017 LR,DK 8031,0.25,196.02,784.08
id_ecc08e9f,0,Kenya,2016 LR,WH_505,0.25,196.02,784.08
id_9a7b5471,0,Kenya,2017 LR,SC DUMA 43,0.5,390.77,781.55
id_9be7057a,0,Kenya,2016 LR,DK_8031,0.5,390.77,781.55
id_06cf145c,,Tanzania,2018 LR,Local_Seed,1,781.27,781.27
id_5f754341,0,Kenya,2016 LR,WE_1101,0.5,389.51,779.02
id_de2be1b8,0,Kenya,2017 LR,H 6213,0.75,584.27,779.02
id_4ce66db6,0,Kenya,2016 LR,DK_8031,0.5,388.25,776.49
id_57959ecc,0,Kenya,2016 LR,SC_SIMBA_61,0.25,193.49,773.96
id_291c162e,0,Kenya,2017 LR,DK 8031,0.5,384.45,768.9
id_4c6b1cb8,0,Kenya,2017 LR,DK 8031,0.5,384.45,768.9
id_529f1bb9,0,Kenya,2016 LR,DK_8031,0.25,192.23,768.9
id_cad68e81,0,Kenya,2016 LR,PN 15,0.25,192.23,768.9
id_29a4ccd8,0,Kenya,2017 LR,PAN 691,0.75,575.92,767.89
id_7429417e,0,Kenya,2017 LR,SC DUMA 43,0.5,383.69,767.39
id_95de20c6,0,Kenya,2016 LR,PN_15,0.25,191.59,766.37
id_a2d48856,0,Kenya,2016 LR,H_6213,0.5,383.19,766.37
id_efb37168,,Tanzania,2018 LR,Panner_691,1,764.41,764.41
id_012ebc93,3,Kenya,2016 LR,H_614D,0.5,381.92,763.84
id_fa5d9cf5,2,Kenya,2016 LR,SC_PUNDA_MILIA_53,0.75,572.88,763.84
id_9338284c,0,Kenya,2016 LR,WH_505,0.5,380.66,761.32
id_d9fadb2b,0,Kenya,2016 LR,WH 505,0.5,380.66,761.32
id_f39e6548,3,Kenya,2017 LR,DK 8031,0.5,380.4,760.81
id_2db7ddc9,3,Kenya,2017 LR,SC PUNDA MILIA 53,0.5,380.03,760.05
id_6e0195d8,0,Kenya,2017 LR,H 6213,0.5,379.39,758.79
id_90b65005,3,Kenya,2017 LR,WH 505,0.25,189.7,758.79
id_a0dbf41c,0,Kenya,2016 LR,SC_DUMA_43,0.25,189.7,758.79
id_a0ff3210,,Tanzania,2016 LR,DK 8031,9.5,7208.47,758.79
id_a3c57efa,0,Kenya,2017 LR,H 6213,0.5,379.39,758.79
id_c6562f58,0,Kenya,2016 LR,DK_8031,0.25,189.7,758.79
id_c7de978c,1,Kenya,2016 LR,DK 8031,0.25,189.7,758.79
id_f510a3fc,0,Kenya,2017 LR,SC SIMBA 61,0.25,189.7,758.79
id_3560c12e,0,Kenya,2016 LR,SC_DUMA_43,0.5,378.13,756.26
id_07455618,2,Kenya,2016 LR,PN 15,1,753.73,753.73
id_295d2753,0,Kenya,2017 LR,SC DUMA 43,0.5,376.86,753.73
id_8224ebec,0,Kenya,2016 LR,SC_DUMA_43,0.5,376.86,753.73
id_8408f78e,0,Kenya,2016 LR,H_614D,0.25,188.43,753.73
id_ac392263,3,Kenya,2016 LR,SC_DUMA_43,0.5,376.86,753.73
id_e287b90b,0,Kenya,2017 LR,H 6213,0.5,376.86,753.73
id_15f0873b,,Tanzania,2018 LR,Panner_691,1,753.17,753.17
id_2eba810e,,Tanzania,2018 LR,Dk_8053,0.5,376.58,753.17
id_788d4531,0,Kenya,2017 LR,H 614D,0.25,187.8,751.2
id_a48bdbfd,1,Kenya,2016 LR,WH_509,0.25,187.17,748.67
id_0d57788a,,Tanzania,2016 LR,KS 625,6,4468.41,744.73
id_de64cb4e,,Tanzania,2016 LR,KS 625,1,744.73,744.73
id_09d2509c,3,Kenya,2016 LR,WE 1101,0.5,371.81,743.61
id_b4cc0502,0,Kenya,2016 LR,WH_505,0.5,371.81,743.61
id_e7446588,3,Kenya,2016 LR,H_614D,0.25,185.9,743.61
id_415d8e7c,3,Kenya,2016 LR,WH_505,1,741.08,741.08
id_d4e089e2,1,Kenya,2016 LR,SC_DUMA_43,0.5,370.54,741.08
id_d30542d6,0,Kenya,2017 LR,H 6213,0.25,184.64,738.55
id_d591fe02,0,Kenya,2016 LR,DK_8031,0.5,369.28,738.55
id_911102e6,0,Kenya,2017 LR,SC SIMBA 61,0.25,184.13,736.53
id_6606ef4b,2,Kenya,2017 LR,SC DUMA 43,0.25,184.01,736.02
id_a414c025,0,Kenya,2016 LR,DK_8031,0.25,183.37,733.49
id_80e210c9,0,Kenya,2016 LR,SC_DUMA_43,0.75,548.22,730.96
id_c92156f6,,Tanzania,2016 LR,KS 625,3.5,2557.39,730.68
id_d2e92343,0,Kenya,2016 LR,SC DUMA 43,0.25,182.11,728.43
id_de930eae,0,Kenya,2016 LR,DK_8031,0.25,182.11,728.43
id_3b837696,0,Kenya,2017 LR,SC SIMBA 61,0.5,362.95,725.91
id_b271b5db,,Tanzania,2018 LR,KS 625,1,725.06,725.06
id_891ba4f1,0,Kenya,2017 LR,DK 8031,0.25,180.84,723.38
id_0e95ad29,0,Kenya,2017 LR,DK 8031,0.25,180.21,720.85
id_36d58173,1,Kenya,2017 LR,SC DUMA 43,0.25,180.21,720.85
id_78d2fdef,2,Kenya,2016 LR,H_6213,0.5,360.42,720.85
id_bf521be0,0,Kenya,2016 LR,H_614D,0.25,180.21,720.85
id_d7b2bc72,0,Kenya,2017 LR,SC DUMA 43,0.5,360.42,720.85
id_df1a6360,0,Kenya,2016 LR,WH_505,0.5,360.42,720.85
id_e6b11ff6,0,Kenya,2016 LR,SC_DUMA_43,0.25,179.58,718.32
id_e94ec308,0,Kenya,2017 LR,SC DUMA 43,0.5,357.89,715.79
id_dd2823c1,2,Kenya,2016 LR,WH_505,0.25,178.57,714.27
id_55ea8ffd,3,Kenya,2016 LR,DK_8031,0.25,178.31,713.26
id_cd251057,0,Kenya,2017 LR,WH 505,0.25,178.31,713.26
id_101507b2,0,Kenya,2016 LR,SC DUMA 43,0.5,355.36,710.73
id_bbb3f290,2,Kenya,2017 LR,SC DUMA 43,0.25,177.68,710.73
id_d7b2dd61,0,Kenya,2017 LR,H 6213,0.5,355.36,710.73
id_8040c88e,0,Kenya,2017 LR,DK 8031,1,709.21,709.21
id_1b4edec4,0,Kenya,2017 LR,DK 8031,0.25,177.05,708.2
id_2d403335,0,Kenya,2017 LR,PN 15,0.5,354.1,708.2
id_34f77425,0,Kenya,2016 LR,WH_509,0.25,177.05,708.2
id_4259cec6,0,Kenya,2017 LR,SC DUMA 43,0.5,354.1,708.2
id_545b36f6,0,Kenya,2016 LR,SC_SIMBA_61,0.25,177.05,708.2
id_54d00c1a,0,Kenya,2016 LR,H_614D,1,708.2,708.2
id_639e1d18,0,Kenya,2016 LR,SC DUMA 43,0.5,354.1,708.2
id_77f3ee62,0,Kenya,2016 LR,WE_1101,0.5,354.1,708.2
id_80415fd8,3,Kenya,2016 LR,WH_505,1,708.2,708.2
id_8444b358,3,Kenya,2016 LR,DK_8031,1,708.2,708.2
id_9626d2d7,0,Kenya,2016 LR,SC_DUMA_43,0.25,177.05,708.2
id_859d02ee,0,Kenya,2017 LR,H 6213,0.75,530.39,707.19
id_54cb71dd,0,Kenya,2016 LR,DK_8031,0.5,352.84,705.67
id_cce7f25a,2,Kenya,2016 LR,SC_SIMBA_61,0.25,176.42,705.67
id_1626f6ca,2,Kenya,2016 LR,DK_8031,0.5,351.57,703.14
id_389671b1,0,Kenya,2017 LR,H 6213,1,703.14,703.14
id_fba1d3b2,0,Kenya,2017 LR,H 614D,0.5,351.57,703.14
id_0a514809,0,Kenya,2016 LR,DK_8031,0.25,175.66,702.64
id_00a51fe5,,Tanzania,2018 LR,Dk_8053,0.5,351.29,702.58
id_5935cd1f,,Tanzania,2016 LR,Seed Co 627,1.5,1053.87,702.58
id_5d8aea71,0,Kenya,2016 LR,SC_SIMBA_61,0.25,175.15,700.61
id_ace3cdca,0,Kenya,2017 LR,SC PUNDA MILIA 53,0.5,350.31,700.61
id_f399a239,0,Kenya,2016 LR,PAN_691,0.5,349.04,698.08
id_2c987622,0,Kenya,2017 LR,SC DUMA 43,1,693.02,693.02
id_a01c0898,0,Kenya,2017 LR,DK 8031,0.125,86.63,693.02
id_bb39ebbf,0,Kenya,2017 LR,WH 505,1,693.02,693.02
id_91c6c816,,Tanzania,2018 LR,Dk_8053,0.5,345.67,691.34
id_a9d3ce94,0,Kenya,2017 LR,DK 8031,0.25,172.62,690.5
id_3ba253da,0,Kenya,2017 LR,WH 505,0.25,171.99,687.97
id_b0686fde,0,Kenya,2016 LR,PAN_691,0.5,343.98,687.97
id_deeb4e36,0,Kenya,2017 LR,DK 8031,0.5,343.98,687.97
id_0614d30c,,Tanzania,2018 LR,PAN 691,1,685.72,685.72
id_f6542699,0,Kenya,2017 LR,H 6213,0.25,171.36,685.44
id_af2eb22e,1,Kenya,2016 LR,DK_8031,0.25,170.73,682.91
id_b7d27483,3,Kenya,2016 LR,SC DUMA 43,1,682.91,682.91
id_d7322a9e,0,Kenya,2017 LR,H 614D,0.25,170.73,682.91
id_f342b27e,2,Kenya,2016 LR,DK 8031,0.25,170.73,682.91
id_425f2bb6,0,Kenya,2016 LR,WE 1101,0.5,340.19,680.38
id_6fca3274,0,Kenya,2016 LR,H_6218,0.5,340.19,680.38
id_7b00dea9,,Tanzania,2018 LR,Ks_614,1,680.1,680.1
id_356866ec,0,Kenya,2017 LR,DK 8031,0.25,169.78,679.11
id_387e23e2,1,Kenya,2016 LR,H_6213,0.25,169.46,677.85
id_1c5dce2f,0,Kenya,2016 LR,H_614D,0.25,168.83,675.32
id_b52bbfe2,0,Kenya,2016 LR,DK 8031,0.25,168.7,674.81
id_3e51d17f,3,Kenya,2017 LR,DK 90-89,1,672.79,672.79
id_9fb700a2,2,Kenya,2016 LR,SC_DUMA_43,0.5,336.4,672.79
id_f56216cf,,Tanzania,2018 LR,PAN 691,0.5,334.43,668.86
id_002f4543,0,Kenya,2016 LR,H_614D,1,667.73,667.73
id_c8853648,0,Kenya,2017 LR,H 6218,0.5,333.87,667.73
id_d86e8796,0,Kenya,2017 LR,H 6213,0.5,333.87,667.73
id_5d908076,3,Kenya,2017 LR,H 6213,0.5,332.6,665.2
id_c1859f39,0,Kenya,2017 LR,SC DUMA 43,0.25,166.3,665.2
id_e0efc80f,0,Kenya,2017 LR,WH 509,0.5,331.84,663.69
id_57ee9f9c,,Tanzania,2018 LR,Panner_691,1,663.24,663.24
id_0c1e9265,3,Kenya,2016 LR,DK_8031,0.25,165.42,661.66
id_2b461b0b,,Tanzania,2016 LR,PAN 691,2,1320.85,660.43
id_0810c77b,0,Kenya,2016 LR,WE_1101,0.25,165.04,660.14
id_ceae6888,0,Kenya,2017 LR,SC DUMA 43,0.75,495.11,660.14
id_e4a19f6d,0,Kenya,2017 LR,H 6213,0.25,164.66,658.63
id_18e07c11,0,Kenya,2016 LR,SC DUMA 43,0.5,328.81,657.61
id_3d3eaee0,0,Kenya,2016 LR,SC_DUMA_43,0.5,328.81,657.61
id_45389be1,0,Kenya,2016 LR,SC DUMA 43,0.5,328.81,657.61
id_5d4ea43d,0,Kenya,2017 LR,DK 8031,0.25,164.4,657.61
id_71159c3a,3,Kenya,2016 LR,SC_DUMA_43,1,657.61,657.61
id_c59a9965,0,Kenya,2017 LR,DK 8031,0.25,164.4,657.61
id_e06ecebc,0,Kenya,2016 LR,SC DUMA 43,0.5,328.81,657.61
id_25511a5c,,Rwanda,2018B,pan_4m2,0.593052,388.8,655.59
id_4e9a8084,0,Kenya,2016 LR,H_614D,1,652.56,652.56
id_004993bd,,Tanzania,2018 LR,Ks_614,1,651.99,651.99
id_573396be,1,Kenya,2017 LR,SC DUMA 43,1,650.03,650.03
id_79ab7292,0,Kenya,2017 LR,DK 8031,0.25,162.51,650.03
id_c8469657,0,Kenya,2016 LR,SC_DUMA_43,0.25,162.51,650.03
id_86703420,0,Kenya,2016 LR,SC_DUMA_43,0.75,483.73,644.97
id_2afe3e7d,0,Kenya,2017 LR,SC DUMA 43,0.5,321.22,642.44
id_668941cc,0,Kenya,2016 LR,SC DUMA 43,0.5,321.22,642.44
id_7a0663e1,2,Kenya,2017 LR,PAN 691,0.5,321.22,642.44
id_f54a2c7a,0,Kenya,2016 LR,SC_DUMA_43,0.5,321.22,642.44
id_df5dbf3c,,Tanzania,2018 LR,Panner_691,0.5,320.38,640.75
id_09b29bfe,3,Kenya,2017 LR,SC DUMA 43,1,639.91,639.91
id_114b2eb8,0,Kenya,2016 LR,SC_SIMBA_61,0.5,319.95,639.91
id_d38eae35,0,Kenya,2017 LR,DK 8031,0.25,159.95,639.81
id_e5a65ccb,,Tanzania,2018 LR,Panner_691,1,635.13,635.13
id_9f864e3f,0,Kenya,2016 LR,WH_505,0.25,158.71,634.85
id_a44f6f1c,0,Kenya,2016 LR,DK 8031,1,634.85,634.85
id_10c4d11e,3,Kenya,2017 LR,SC DUMA 43,0.25,158.08,632.32
id_5873992b,0,Kenya,2016 LR,WH_509,0.25,158.08,632.32
id_5fad7a76,0,Kenya,2016 LR,DK 8031,0.5,314.9,629.79
id_86f17ed5,0,Kenya,2016 LR,SC_PUNDA_MILIA_53,0.5,313.63,627.26
id_8c789da0,1,Kenya,2017 LR,DK 8031,0.25,156.31,625.24
id_20034495,0,Kenya,2017 LR,SC DUMA 43,0.25,156.18,624.73
id_6bd87370,0,Kenya,2017 LR,WH 509,0.5,312.37,624.73
id_9cc207cf,2,Kenya,2017 LR,H 6213,1,624.73,624.73
id_6f4e2030,,Tanzania,2018 LR,Panner_691,1.25,779.86,623.89
id_4c0274cd,0,Kenya,2016 LR,DK_8031,0.5,311.1,622.2
id_5a5e4de0,0,Kenya,2016 LR,WH_505,0.25,155.55,622.2
id_a9e1023b,0,Kenya,2017 LR,H 614D,0.25,155.55,622.2
id_f1e76bc3,0,Kenya,2017 LR,SC DUMA 43,0.5,311.1,622.2
id_aeb3319f,0,Kenya,2017 LR,SC DUMA 43,0.75,464.76,619.68
id_d5d13b57,0,Kenya,2017 LR,SC PUNDA MILIA 53,0.5,309.84,619.68
id_1d3dd5da,,Tanzania,2016 LR,KS 625,3.5,2163.95,618.27
id_d7098f8d,,Tanzania,2016 LR,H 614D,1,618.27,618.27
id_df3048f5,,Tanzania,2016 LR,KS 625,2,1236.54,618.27
id_e8de68b3,,Tanzania,2016 LR,KS 625,3,1854.81,618.27
id_18fa95f9,0,Kenya,2017 LR,SC DUMA 43,0.5,308.57,617.15
id_5a61b0fb,0,Kenya,2016 LR,WH_505,0.5,307.31,614.62
id_9d15700c,0,Kenya,2017 LR,DK 8031,0.25,153.65,614.62
id_1158cc68,0,Kenya,2017 LR,DK 8031,0.5,305.29,610.57
id_6a2c0101,0,Kenya,2017 LR,DK 8031,0.5,304.78,609.56
id_ccc536d5,0,Kenya,2016 LR,DK_8031,0.5,304.78,609.56
id_8a4673a7,1,Kenya,2017 LR,SC DUMA 43,0.25,152.14,608.55
id_1b45af33,0,Kenya,2017 LR,DK 8031,0.75,455.27,607.03
id_4799cc43,0,Kenya,2016 LR,WH_509,1,607.03,607.03
id_a59bb4d7,0,Kenya,2016 LR,SC_DUMA_43,1,607.03,607.03
id_cff98828,3,Kenya,2016 LR,DK_8031,0.5,303.51,607.03
id_fba2d383,0,Kenya,2016 LR,WH_505,0.25,151.76,607.03
id_2b7723f6,3,Kenya,2017 LR,SC DUMA 43,0.5,302.25,604.5
id_4a33f32d,1,Kenya,2017 LR,DK 8031,0.25,151.12,604.5
id_f8d2a382,0,Kenya,2016 LR,H_614D,0.5,302.25,604.5
id_441fe0b2,0,Kenya,2017 LR,H 6213,0.25,151,603.99
id_3b2bcb37,0,Kenya,2017 LR,PN 15,0.25,149.86,599.44
id_60f21773,0,Kenya,2017 LR,SC DUMA 43,0.5,299.72,599.44
id_763a0864,0,Kenya,2016 LR,H_614D,0.5,299.72,599.44
id_f72a184d,0,Kenya,2016 LR,H_614D,0.5,299.72,599.44
id_5e00438a,,Tanzania,2018 LR,Ks625,1.5,893.68,595.79
id_68b7ff62,,Tanzania,2018 LR,Ks_614,2,1191.58,595.79
id_f8b9f11b,,Tanzania,2018 LR,Ks625,0.5,297.89,595.79
id_dfa2c05c,0,Kenya,2017 LR,PN 15,1,594.38,594.38
id_f7cf69f4,3,Kenya,2016 LR,WE_1101,0.25,148.6,594.38
id_0dd7416b,3,Kenya,2017 LR,SC PUNDA MILIA 53,0.75,443.89,591.85
id_236ac845,0,Kenya,2016 LR,SC_PUNDA_MILIA_53,0.5,295.93,591.85
id_b06800bf,,Tanzania,2016 LR,DK 90-89,6,3541,590.17
id_44de0ad1,2,Kenya,2016 LR,DK_8031,0.5,293.4,586.79
id_5e9f42ed,0,Kenya,2016 LR,SC_PUNDA_MILIA_53,0.25,146.7,586.79
id_e921f224,0,Kenya,2016 LR,DK_90-89,1,586.79,586.79
id_caaacf4c,0,Kenya,2016 LR,H_614D,1,584.27,584.27
id_16a732d4,3,Kenya,2016 LR,SC_DUMA_43,1,581.74,581.74
id_31419b1c,1,Kenya,2016 LR,DK 8031,0.25,145.43,581.74
id_5f4d4e4f,0,Kenya,2016 LR,SC_DUMA_43,0.75,436.3,581.74
id_7a5e941b,0,Kenya,2017 LR,DK 8031,0.5,290.87,581.74
id_8ad68643,0,Kenya,2017 LR,SC DUMA 43,0.5,290.87,581.74
id_b606649f,0,Kenya,2016 LR,SC DUMA 43,0.5,290.87,581.74
id_e027e1e0,3,Kenya,2016 LR,DK_8031,0.5,290.87,581.74
id_ee83aa9a,0,Kenya,2016 LR,WH_505,0.5,290.87,581.74
id_665d494c,1,Kenya,2017 LR,WH 505,0.5,288.34,576.68
id_d0d67861,0,Kenya,2016 LR,SC_DUMA_43,0.5,287.07,574.15
id_7669248c,,Tanzania,2018 LR,Local_Seed,0.5,286.65,573.31
id_13085506,0,Kenya,2016 LR,DK 8031,0.25,142.9,571.62
id_b2b2d73f,3,Kenya,2017 LR,DK 8031,0.5,285.81,571.62
id_6348b0de,0,Kenya,2016 LR,DK_8031,0.25,142.27,569.09
id_5ca98df2,,Tanzania,2018 LR,Local_Seed,0.5,283.84,567.68
id_69cd5eef,3,Kenya,2016 LR,DK_8031,0.5,282.02,564.03
id_29b14767,0,Kenya,2016 LR,PAN_691,0.5,279.49,558.97
id_7f359ecd,0,Kenya,2016 LR,WE_1101,0.5,279.49,558.97
id_0befe249,0,Kenya,2016 LR,WH_505,1,556.44,556.44
id_67b7e45c,0,Kenya,2016 LR,DK_8031,1,556.44,556.44
id_af8853b9,0,Kenya,2017 LR,SC DUMA 43,0.5,278.22,556.44
id_ce048113,0,Kenya,2016 LR,DK_8031,0.25,139.11,556.44
id_fac09e8e,0,Kenya,2016 LR,DK 8031,0.5,278.22,556.44
id_feedf4a4,0,Kenya,2016 LR,DK_8031,1,556.44,556.44
id_6a785a87,0,Kenya,2016 LR,SC_PUNDA_MILIA_53,0.25,138.6,554.42
id_53a35cfa,0,Kenya,2016 LR,DK_8031,0.5,276.96,553.91
id_96d528d1,3,Kenya,2016 LR,DK_8031,0.5,276.96,553.91
id_b7e6ecb3,0,Kenya,2016 LR,DK 8031,1,553.91,553.91
id_d8d06cc1,0,Kenya,2016 LR,DK_8031,0.5,276.96,553.91
id_74b378d2,0,Kenya,2017 LR,H 614D,0.5,274.43,548.86
id_cf468628,,Tanzania,2016 LR,H 614D,0.5,274.01,548.01
id_14d73021,0,Kenya,2017 LR,SC SIMBA 61,0.5,273.16,546.33
id_74bf5dcf,0,Kenya,2017 LR,SC DUMA 43,0.5,273.16,546.33
id_e6398dfd,,Tanzania,2016 LR,PAN 691,4,2180.81,545.2
id_1feade72,0,Kenya,2016 LR,PAN_691,0.5,271.9,543.8
id_1b7549da,0,Kenya,2017 LR,DK 8031,0.5,270.63,541.27
id_4a707915,0,Kenya,2016 LR,SC_PUNDA_MILIA_53,0.125,67.66,541.27
id_aa189460,0,Kenya,2017 LR,SC PUNDA MILIA 53,0.25,134.68,538.74
id_a3e91507,0,Kenya,2016 LR,SC_DUMA_43,0.5,268.1,536.21
id_84c570e9,,Tanzania,2016 LR,DK 90-89,5.5,2936.78,533.96
id_2efbb75a,0,Kenya,2017 LR,H 6213,0.3,160.1,533.68
id_be4e5622,1,Kenya,2017 LR,H 6213,0.2,106.23,531.15
id_d58fb446,0,Kenya,2016 LR,DK_8031,0.75,396.47,528.62
id_3f14ceb1,0,Kenya,2016 LR,WH_505,0.5,263.05,526.09
id_ad0b4172,0,Kenya,2016 LR,SC_DUMA_43,0.5,263.05,526.09
id_e95f3ed8,3,Kenya,2017 LR,DK 8031,0.5,263.05,526.09
id_40e5b8b8,1,Kenya,2016 LR,WH_505,0.5,261.78,523.56
id_6d13458e,0,Kenya,2017 LR,SC DUMA 43,0.5,261.78,523.56
id_bdd9af3b,,Tanzania,2018 LR,Panner_691,1,522.72,522.72
id_9b968fe8,3,Kenya,2016 LR,DK_8031,0.5,260.52,521.03
id_b0fbc395,0,Kenya,2017 LR,SC DUMA 43,0.5,260.52,521.03
id_7a575c22,,Tanzania,2017 LR,PAN 691,2,1039.82,519.91
id_31db2de4,0,Kenya,2016 LR,PAN_691,0.25,128.99,515.97
id_6c8cc138,0,Kenya,2017 LR,H 6213,0.5,257.99,515.97
id_9fe67369,0,Kenya,2017 LR,SC SIMBA 61,1,515.97,515.97
id_b7ab4291,0,Kenya,2017 LR,DK 8031,1,513.45,513.45
id_dd41ce71,2,Kenya,2016 LR,H_614D,0.25,128.36,513.45
id_16f2b825,,Tanzania,2018 LR,Ks_614 Local_Seed,1,511.48,511.48
id_7d0748b5,,Tanzania,2018 LR,Local_Seed,1,511.48,511.48
id_99ea058c,0,Kenya,2016 LR,DK_8031,0.5,255.46,510.92
id_5a123003,0,Kenya,2016 LR,DK_90-89,0.5,252.93,505.86
id_aa559faf,0,Kenya,2016 LR,DK_8031,0.75,379.39,505.86
id_d1422307,0,Kenya,2016 LR,DK 8031,0.5,252.93,505.86
id_e99f092e,0,Kenya,2016 LR,SC_SIMBA_61,2.5,1264.64,505.86
id_655a4480,3,Kenya,2017 LR,PAN 691,0.7,350.56,500.8
id_77f92bbc,0,Kenya,2016 LR,H_6213,0.25,125.2,500.8
id_73137e92,0,Kenya,2017 LR,SC DUMA 43,0.5,247.87,495.74
id_e0613f1d,0,Kenya,2016 LR,WE_1101,0.5,247.87,495.74
id_f1b01a8f,0,Kenya,2016 LR,SC_DUMA_43,5,2478.7,495.74
id_734415b8,0,Kenya,2017 LR,DK 8031,0.25,123.3,493.21
id_186c3c18,0,Kenya,2016 LR,SC DUMA 43,1,490.68,490.68
id_514cdd44,0,Kenya,2017 LR,PAN 691,0.25,122.67,490.68
id_0537dfba,2,Kenya,2016 LR,SC_DUMA_43,0.25,122.04,488.15
id_2f467a56,0,Kenya,2017 LR,H 614D,1,485.62,485.62
id_af755559,2,Kenya,2016 LR,SC_DUMA_43,0.5,242.81,485.62
id_0ca8e3b4,,Tanzania,2018 LR,Panner_691,0.5,241.69,483.37
id_a548b79b,0,Kenya,2016 LR,H_614D,0.5,241.55,483.09
id_d3c9fd92,3,Kenya,2016 LR,H 614D,0.75,362.32,483.09
id_5ce48eb7,0,Kenya,2016 LR,DK_8031,0.25,120.14,480.56
id_62b0c33a,0,Kenya,2017 LR,DK 8031,0.5,240.28,480.56
id_d43353b3,2,Kenya,2016 LR,PN 15,0.5,240.28,480.56
id_0082819f,0,Kenya,2017 LR,WH 509,0.5,237.75,475.51
id_5564cafe,0,Kenya,2016 LR,DK_90-89,0.5,237.75,475.51
id_deb2e085,2,Kenya,2017 LR,SC DUMA 43,0.25,118.88,475.51
id_ff1894ea,0,Kenya,2017 LR,SC DUMA 43,1,475.51,475.51
id_df938b98,0,Kenya,2017 LR,SC DUMA 43,0.5,236.49,472.98
id_26132fe0,1,Kenya,2017 LR,DK 8031,0.25,117.74,470.95
id_3f4bbdc5,,Tanzania,2018 LR,KS 628,1,466.51,466.51
id_d597a60f,,Tanzania,2018 LR,Local_Seed,1,466.51,466.51
id_94ca57c8,0,Kenya,2017 LR,H 6213,0.5,232.69,465.39
id_3baf312b,0,Kenya,2016 LR,SC PUNDA MILIA 53,0.25,115.08,460.33
id_4cfe41d6,3,Kenya,2017 LR,DK 8031,0.5,228.9,457.8
id_8e00908b,0,Kenya,2016 LR,DK_8031,1,457.8,457.8
id_263987df,,Tanzania,2018 LR,Local_Seed,0.5,227.64,455.27
id_724f296b,,Tanzania,2018 LR,Ks_614,0.5,227.64,455.27
id_a1907edc,0,Kenya,2017 LR,PN 15,1,455.27,455.27
id_aec0d021,0,Kenya,2017 LR,DK 8031,0.5,227.64,455.27
id_e4998c42,2,Kenya,2016 LR,DK_8031,0.5,227.64,455.27
id_f316f370,3,Kenya,2016 LR,WH 509,0.5,227.64,455.27
id_fa7eee14,0,Kenya,2016 LR,PAN_691,1,455.27,455.27
id_9d722048,0,Kenya,2017 LR,SC DUMA 43,0.25,113.19,452.74
id_ff581b60,3,Kenya,2016 LR,DK_8031,0.5,226.37,452.74
id_12f9e08e,0,Kenya,2016 LR,WE_1101,2,890.31,445.15
id_0fe411db,3,Kenya,2017 LR,DK 8031,0.5,220.05,440.1
id_9720eeb7,,Tanzania,2018 LR,Local_Seed,1,438.41,438.41
id_9ae88bd1,0,Kenya,2016 LR,SC_DUMA_43,0.25,109.39,437.57
id_e100b4f1,,Tanzania,2016 LR,PAN 691,1,435.6,435.6
id_036f71ff,0,Kenya,2016 LR,WH_505,0.5,217.52,435.04
id_a53b34aa,3,Kenya,2016 LR,H_614D,0.25,108.76,435.04
id_bc16eaf5,0,Kenya,2016 LR,WH_505,0.5,217.52,435.04
id_dd88c4a3,0,Kenya,2016 LR,SC DUMA 43,0.25,108.76,435.04
id_ff67621f,0,Kenya,2017 LR,DK 8031,0.25,108.25,433.01
id_0028708d,0,Kenya,2016 LR,WH_505,2,865.02,432.51
id_84491b9f,3,Kenya,2017 LR,SC DUMA 43,1.25,540.64,432.51
id_1adf6ab0,0,Kenya,2016 LR,DK_8031,0.5,214.99,429.98
id_5a645756,0,Kenya,2017 LR,H 6213,0.25,107.49,429.98
id_b0e19761,0,Kenya,2017 LR,DK 8031,0.5,214.99,429.98
id_aa4caaa3,0,Kenya,2016 LR,DK_8031,0.5,213.98,427.96
id_b114b653,2,Kenya,2017 LR,SC PUNDA MILIA 53,0.5,213.72,427.45
id_0fd9fc09,0,Kenya,2016 LR,SC_DUMA_43,0.25,106.23,424.92
